"estacao";"data";"umidade.relativa.media";"velocidade.do.vento.media";"precipitacao";"estacaoano"
83767;2017-05-08;68.5;1;0;"Outono"
83767;2017-05-09;66.75;1;0;"Outono"
83767;2017-05-10;80;1;0;"Outono"
83767;2017-05-11;71;1.666667;0;"Outono"
83767;2017-05-12;68.25;2;0;"Outono"
83767;2017-05-13;65.75;2.333333;0;"Outono"
83767;2017-05-14;74.25;1;14;"Outono"
83767;2017-05-15;82.25;1.333333;0;"Outono"
83767;2017-05-16;74.5;1;0;"Outono"
83767;2017-05-17;78.5;2;0;"Outono"
83767;2017-05-18;88.5;1.666667;26.9;"Outono"
83767;2017-05-19;96.75;2;33;"Outono"
83767;2017-05-20;99;1.333333;75.4;"Outono"
83767;2017-05-21;98.75;1;41.3;"Outono"
83767;2017-05-22;89;0.333333;38;"Outono"
83767;2017-05-23;77.75;1.333333;0;"Outono"
83767;2017-05-24;72.25;1.333333;0;"Outono"
83767;2017-05-25;73.5;1.666667;0;"Outono"
83767;2017-05-26;72.75;1;0;"Outono"
83767;2017-05-27;81.5;0.666667;0;"Outono"
83767;2017-05-28;78.5;1.333333;0;"Outono"
83767;2017-05-29;80.25;0.333333;0;"Outono"
83767;2017-05-30;77.25;1;0;"Outono"
83767;2017-05-31;90.5;1.333333;0;"Outono"
83767;2017-06-01;79.75;1.333333;2.1;"Outono"
83767;2017-06-02;80.5;1.333333;0;"Outono"
83767;2017-06-03;72.5;1.666667;0;"Outono"
83767;2017-06-04;64.5;2;0;"Outono"
83767;2017-06-05;96.25;0.666667;2.2;"Outono"
83767;2017-06-06;91;0.666667;34.6;"Outono"
83767;2017-06-07;82.5;1;5.4;"Outono"
83767;2017-06-08;81.25;2;0;"Outono"
83767;2017-06-09;65.5;4;18.3;"Outono"
83767;2017-06-10;69.75;0.333333;0;"Outono"
83767;2017-06-11;63.75;0.666667;0;"Outono"
83767;2017-06-12;71.5;1;0;"Outono"
83767;2017-06-13;99.5;0.666667;7.9;"Outono"
83767;2017-06-14;87;1;28.3;"Outono"
83767;2017-06-15;72.5;1.333333;0;"Outono"
83767;2017-06-16;75;1.666667;0;"Outono"
83767;2017-06-17;66.75;1.333333;0;"Outono"
83767;2017-06-18;69.75;0.666667;0;"Outono"
83767;2017-06-19;92;1.333333;0;"Outono"
83767;2017-06-20;90.25;0.666667;4.2;"Outono"
83767;2017-06-21;74;2;0;"Inverno"
83767;2017-06-22;72.5;2;0;"Inverno"
83767;2017-06-23;70.5;1.666667;0;"Inverno"
83767;2017-06-24;67.25;2;0;"Inverno"
83767;2017-06-25;69.5;2;0;"Inverno"
83767;2017-06-26;67.75;2;0;"Inverno"
83767;2017-06-27;61.75;2;0;"Inverno"
83767;2017-06-28;59.75;1.666667;0;"Inverno"
83767;2017-06-29;66.5;0.666667;0;"Inverno"
83767;2017-06-30;69;0;0;"Inverno"
83767;2017-07-01;66;0.666667;0;"Inverno"
83767;2017-07-02;70.75;1;0;"Inverno"
83767;2017-07-03;61;5;0;"Inverno"
83767;2017-07-04;56.75;4.666667;0;"Inverno"
83767;2017-07-05;58.75;1.666667;0;"Inverno"
83767;2017-07-06;61;2.333333;0;"Inverno"
83767;2017-07-07;62.25;2.333333;0;"Inverno"
83767;2017-07-08;66.5;2.333333;0;"Inverno"
83767;2017-07-09;68;1.666667;0;"Inverno"
83767;2017-07-10;60.5;1.333333;0;"Inverno"
83767;2017-07-11;57;1.333333;0;"Inverno"
83767;2017-07-12;52.75;1.666667;0;"Inverno"
83767;2017-07-13;57.5;1.333333;0;"Inverno"
83767;2017-07-14;58.25;2.333333;0;"Inverno"
83767;2017-07-15;45.25;2.666667;0;"Inverno"
83767;2017-07-16;47.75;1.333333;0;"Inverno"
83767;2017-07-17;80.75;4;0;"Inverno"
83767;2017-07-18;67.25;1.333333;0;"Inverno"
83767;2017-07-19;59.75;0.666667;0;"Inverno"
83767;2017-07-20;59.75;1;0;"Inverno"
83767;2017-07-21;47;1;0;"Inverno"
83767;2017-07-22;47.25;1;0;"Inverno"
83767;2017-07-23;52;1.666667;0;"Inverno"
83767;2017-07-24;40.5;2.333333;0;"Inverno"
83767;2017-07-25;44;1;0;"Inverno"
83767;2017-07-26;49.25;1.333333;0;"Inverno"
83767;2017-07-27;54.5;1.333333;0;"Inverno"
83767;2017-07-28;55.25;2.333333;0;"Inverno"
83767;2017-07-29;53.75;2.333333;0;"Inverno"
83767;2017-07-30;52.75;1.333333;0;"Inverno"
83767;2017-07-31;53.25;0.666667;0;"Inverno"
83767;2017-08-01;48.5;1.333333;0;"Inverno"
83767;2017-08-02;49;1;0;"Inverno"
83767;2017-08-03;93.25;1.666667;1.2;"Inverno"
83767;2017-08-04;63.5;1;0;"Inverno"
83767;2017-08-05;55.5;2.333333;0;"Inverno"
83767;2017-08-06;56.75;1.666667;0;"Inverno"
83767;2017-08-07;49.25;1.666667;0;"Inverno"
83767;2017-08-08;48.75;1;0;"Inverno"
83767;2017-08-09;50.25;1;0;"Inverno"
83767;2017-08-10;43;1;0;"Inverno"
83767;2017-08-11;48.75;2.666667;0;"Inverno"
83767;2017-08-12;41;2.333333;0;"Inverno"
83767;2017-08-13;82;3;0;"Inverno"
83767;2017-08-14;59.25;1.333333;13.2;"Inverno"
83767;2017-08-15;97.5;1;35.7;"Inverno"
83767;2017-08-16;95;0.333333;38.6;"Inverno"
83767;2017-08-17;85.25;1.666667;0;"Inverno"
83767;2017-08-18;83.5;1.666667;0;"Inverno"
83767;2017-08-19;78;2.666667;24.2;"Inverno"
83767;2017-08-20;78;2.333333;23.2;"Inverno"
83767;2017-08-21;70.5;2.333333;6.8;"Inverno"
83767;2017-08-22;61.75;2.333333;0;"Inverno"
83767;2017-08-23;60;3.333333;0;"Inverno"
83767;2017-08-24;52.25;2.666667;0;"Inverno"
83767;2017-08-25;49;2;0;"Inverno"
83767;2017-08-26;48.25;1.666667;0;"Inverno"
83767;2017-08-27;39.75;1;0;"Inverno"
83767;2017-08-28;40.75;1.333333;0;"Inverno"
83767;2017-08-29;36.25;1;0;"Inverno"
83767;2017-08-30;40;0.333333;0;"Inverno"
83767;2017-08-31;49.5;2.333333;0;"Inverno"
83767;2017-09-01;55.5;3.666667;0;"Inverno"
83767;2017-09-02;56.25;2;0;"Inverno"
83767;2017-09-03;47.75;1.666667;0;"Inverno"
83767;2017-09-04;40;1;0;"Inverno"
83767;2017-09-05;35;1;0;"Inverno"
83767;2017-09-06;33.25;2;0;"Inverno"
83767;2017-09-07;32.75;1.666667;0;"Inverno"
83767;2017-09-08;31.25;1.666667;0;"Inverno"
83767;2017-09-09;33.25;1.666667;0;"Inverno"
83767;2017-09-10;30;1.666667;0;"Inverno"
83767;2017-09-11;38.75;0.666667;0;"Inverno"
83767;2017-09-12;36;1.333333;0;"Inverno"
83767;2017-09-13;35;1.666667;0;"Inverno"
83767;2017-09-14;33.25;2;0;"Inverno"
83767;2017-09-15;33.5;1.333333;0;"Inverno"
83767;2017-09-16;53;1.333333;0;"Inverno"
83767;2017-09-17;55.5;0.666667;0;"Inverno"
83767;2017-09-18;43.25;1;0;"Inverno"
83767;2017-09-19;36.5;0.666667;0;"Inverno"
83767;2017-09-20;32;1.666667;0;"Inverno"
83767;2017-09-21;35.5;1.666667;0;"Primavera"
83767;2017-09-22;36.75;0.666667;0;"Primavera"
83767;2017-09-23;40;1;0;"Primavera"
83767;2017-09-24;45.25;1.666667;0;"Primavera"
83767;2017-09-25;47.25;2;0;"Primavera"
83767;2017-09-26;46.75;1.333333;0;"Primavera"
83767;2017-09-27;44.5;1;0;"Primavera"
83767;2017-09-28;41.75;1;0;"Primavera"
83767;2017-09-29;92.25;1.333333;19;"Primavera"
83767;2017-09-30;86.5;0.666667;14.2;"Primavera"
83767;2017-10-01;67.75;1;6.7;"Primavera"
83767;2017-10-02;94;1;47.1;"Primavera"
83767;2017-10-03;49;1;1.1;"Primavera"
83767;2017-10-04;35.75;1.666667;0;"Primavera"
83767;2017-10-05;51;2;0;"Primavera"
83767;2017-10-06;52.5;1;0;"Primavera"
83767;2017-10-07;82.25;1.666667;2.5;"Primavera"
83767;2017-10-08;90.75;1;41.6;"Primavera"
83767;2017-10-09;73;1.666667;3.4;"Primavera"
83767;2017-10-10;62.25;1.333333;0;"Primavera"
83767;2017-10-11;47.5;1;0;"Primavera"
83767;2017-10-12;45.5;0.666667;0;"Primavera"
83767;2017-10-13;49;1.333333;0;"Primavera"
83767;2017-10-14;70.25;3;0;"Primavera"
83767;2017-10-15;59.25;1;0;"Primavera"
83767;2017-10-16;54.75;1.333333;0;"Primavera"
83767;2017-10-17;54;1.666667;0;"Primavera"
83767;2017-10-18;42.75;1.666667;0;"Primavera"
83767;2017-10-19;75.75;2.333333;0;"Primavera"
83767;2017-10-20;70.75;1.333333;19.8;"Primavera"
83767;2017-10-21;81.25;1.666667;0;"Primavera"
83767;2017-10-22;96;0;44.9;"Primavera"
83767;2017-10-23;74.5;1;3.6;"Primavera"
83767;2017-10-24;55.5;1.333333;0;"Primavera"
83767;2017-10-25;69.75;3;0;"Primavera"
83767;2017-10-26;81.25;2.666667;19.6;"Primavera"
83767;2017-10-27;88.5;2;4.9;"Primavera"
83767;2017-10-28;82.5;0.666667;31;"Primavera"
83767;2017-10-29;71;1.333333;0;"Primavera"
83767;2017-10-30;97.25;0.666667;61.6;"Primavera"
83767;2017-10-31;68.5;1;24.1;"Primavera"
83767;2017-11-01;58;1;0;"Primavera"
83767;2017-11-02;54.5;2.666667;0;"Primavera"
83767;2017-11-03;69.5;2.333333;0;"Primavera"
83767;2017-11-04;94.25;2;24.8;"Primavera"
83767;2017-11-05;89.5;0.333333;36.9;"Primavera"
83767;2017-11-06;86;1.333333;0.7;"Primavera"
83767;2017-11-07;59.5;1.666667;0.2;"Primavera"
83767;2017-11-08;86.25;1.333333;0.4;"Primavera"
83767;2017-11-09;68.75;1;1;"Primavera"
83767;2017-11-10;79;1.333333;0;"Primavera"
83767;2017-11-11;54.25;1;3.4;"Primavera"
83767;2017-11-12;40.5;1.666667;0;"Primavera"
83767;2017-11-13;33;0.666667;0;"Primavera"
83767;2017-11-14;30.75;1.333333;0;"Primavera"
83767;2017-11-15;45;1;0;"Primavera"
83767;2017-11-16;55.25;1.333333;0;"Primavera"
83767;2017-11-17;65.5;1;9.5;"Primavera"
83767;2017-11-18;88.25;0.666667;0;"Primavera"
83767;2017-11-19;69;0.666667;9;"Primavera"
83767;2017-11-20;67.5;2;0;"Primavera"
83767;2017-11-21;74.25;1.333333;0.5;"Primavera"
83767;2017-11-22;59.75;1;9.4;"Primavera"
83767;2017-11-23;59;0.666667;0;"Primavera"
83767;2017-11-24;49.5;1;0;"Primavera"
83767;2017-11-25;73;2.333333;0;"Primavera"
83767;2017-11-26;86.75;0.333333;20.7;"Primavera"
83767;2017-11-27;86.75;0.333333;6.8;"Primavera"
83767;2017-11-28;77.75;1.333333;9.6;"Primavera"
83767;2017-11-29;59;1;0;"Primavera"
83767;2017-11-30;64.75;0.666667;0;"Primavera"
83767;2017-12-01;62.25;1.333333;0;"Primavera"
83767;2017-12-02;58.5;1.333333;0;"Primavera"
83767;2017-12-03;58.25;0.666667;0;"Primavera"
83767;2017-12-04;71;1;0;"Primavera"
83767;2017-12-05;74.5;0.666667;0;"Primavera"
83767;2017-12-06;80.5;0.666667;30.1;"Primavera"
83767;2017-12-07;91.25;0.333333;2.4;"Primavera"
83767;2017-12-08;72.5;0.666667;38.5;"Primavera"
83767;2017-12-09;58.75;1;0;"Primavera"
83767;2017-12-10;50.25;1;0;"Primavera"
83767;2017-12-11;42.25;1.333333;0;"Primavera"
83767;2017-12-12;57;1.666667;0;"Primavera"
83767;2017-12-13;61;1.333333;0;"Primavera"
83767;2017-12-14;61.75;1.666667;0;"Primavera"
83767;2017-12-15;57.5;1;0;"Primavera"
83767;2017-12-16;59.5;0.666667;0;"Primavera"
83767;2017-12-17;58.5;1;0;"Primavera"
83767;2017-12-18;78.5;1.333333;0.2;"Primavera"
83767;2017-12-19;63.25;1;2.2;"Primavera"
83767;2017-12-20;88.75;0.666667;0;"Primavera"
83767;2017-12-21;93.75;0.666667;12.7;"Verao"
83767;2017-12-22;84.75;1.333333;11;"Verao"
83767;2017-12-23;88;1;0.4;"Verao"
83767;2017-12-24;91.5;1.033333;24.4;"Verao"
83767;2017-12-25;94;1.333333;2.5;"Verao"
83767;2017-12-26;94.75;0.666667;16.4;"Verao"
83767;2017-12-27;92;0.666667;28.3;"Verao"
83767;2017-12-28;81;1;12.6;"Verao"
83767;2017-12-29;94.75;1;1.9;"Verao"
83767;2017-12-30;84.5;1;26.3;"Verao"
83767;2017-12-31;80;1.666667;0.2;"Verao"
83767;2018-01-01;87.5;1;0;"Verao"
83767;2018-01-02;97.75;0.666667;87.9;"Verao"
83767;2018-01-03;69.25;1;27.8;"Verao"
83767;2018-01-04;65.75;1;0;"Verao"
83767;2018-01-05;59.5;0.666667;0;"Verao"
83767;2018-01-06;82;0.666667;0;"Verao"
83767;2018-01-07;79;1.333333;61.4;"Verao"
83767;2018-01-08;75.5;2.333333;16.5;"Verao"
83767;2018-01-09;97;1.333333;5.4;"Verao"
83767;2018-01-10;88.25;1;23.1;"Verao"
83767;2018-01-11;82.25;0.333333;6;"Verao"
83767;2018-01-12;94;1.333333;0;"Verao"
83767;2018-01-13;88.75;1;40.3;"Verao"
83767;2018-01-14;86;1;5.1;"Verao"
83767;2018-01-15;90;1;7.2;"Verao"
83767;2018-01-16;83.75;1;27.6;"Verao"
83767;2018-01-17;85.5;1;12.9;"Verao"
83767;2018-01-18;83.75;1.333333;0.7;"Verao"
83767;2018-01-19;85.25;0.666667;2.3;"Verao"
83767;2018-01-20;79.25;1.333333;8.3;"Verao"
83767;2018-01-21;64;1;0;"Verao"
83767;2018-01-22;72;0.666667;0;"Verao"
83767;2018-01-23;66.5;1.666667;3.4;"Verao"
83767;2018-01-24;70;1.333333;0;"Verao"
83767;2018-01-25;74.5;1;0;"Verao"
83767;2018-01-26;66.25;2;1.6;"Verao"
83767;2018-01-27;67.75;2;0;"Verao"
83767;2018-01-28;77.75;1.333333;0.9;"Verao"
83767;2018-01-29;88;0.666667;7.1;"Verao"
83767;2018-01-30;84.75;1;12.2;"Verao"
83767;2018-01-31;64.75;1;0;"Verao"
83767;2018-02-01;65.25;1;0;"Verao"
83767;2018-02-02;67.25;0.333333;0;"Verao"
83767;2018-02-03;55.25;1;0;"Verao"
83767;2018-02-04;63.25;0.666667;0;"Verao"
83767;2018-02-05;58;1;0;"Verao"
83767;2018-02-06;58.5;0.666667;0;"Verao"
83767;2018-02-07;52.5;1;0;"Verao"
83767;2018-02-08;55.5;0.666667;0;"Verao"
83767;2018-02-09;79;1.666667;0;"Verao"
83767;2018-02-10;84;1.333333;22.1;"Verao"
83767;2018-02-11;90.25;0.666667;0.3;"Verao"
83767;2018-02-12;86.75;0.666667;19.4;"Verao"
83767;2018-02-13;82;1.333333;0;"Verao"
83767;2018-02-14;72.25;1;0;"Verao"
83767;2018-02-15;67.25;2.333333;0;"Verao"
83767;2018-02-16;63;2;0;"Verao"
83767;2018-02-17;76.25;1.333333;0;"Verao"
83767;2018-02-18;82.5;0.666667;0;"Verao"
83767;2018-02-19;94.75;1;13.5;"Verao"
83767;2018-02-20;88.25;0.666667;33.2;"Verao"
83767;2018-02-21;74.5;1;0.2;"Verao"
83767;2018-02-22;57.25;1.666667;0;"Verao"
83767;2018-02-23;58;1.333333;0;"Verao"
83767;2018-02-24;55.75;1;0;"Verao"
83767;2018-02-25;50.5;1;0;"Verao"
83767;2018-02-26;66.25;0;0;"Verao"
83767;2018-02-27;72.75;0.666667;0;"Verao"
83767;2018-02-28;79;0.666667;0;"Verao"
83767;2018-03-01;71;0;45.2;"Verao"
83767;2018-03-02;76;0.333333;0;"Verao"
83767;2018-03-03;79.5;1.333333;0;"Verao"
83767;2018-03-04;67;1.333333;4.3;"Verao"
83767;2018-03-05;62.5;1;0;"Verao"
83767;2018-03-06;68.5;0.666667;0;"Verao"
83767;2018-03-07;64.25;0.666667;0;"Verao"
83767;2018-03-08;82.5;0.333333;0;"Verao"
83767;2018-03-09;83;1.666667;20.4;"Verao"
83767;2018-03-10;73.75;0.666667;37;"Verao"
83767;2018-03-11;66.5;0.333333;0;"Verao"
83767;2018-03-12;74.5;0.666667;0;"Verao"
83767;2018-03-13;87.75;0.666667;7.3;"Verao"
83767;2018-03-14;68.75;0.666667;15.1;"Verao"
83767;2018-03-15;77.75;1.666667;0;"Verao"
83767;2018-03-16;76.25;0;11.6;"Verao"
83767;2018-03-17;65.75;1;3.6;"Verao"
83767;2018-03-18;68.75;0.666667;0;"Verao"
83767;2018-03-19;73.75;0.666667;0;"Verao"
83767;2018-03-20;72.75;2;42.2;"Verao"
83767;2018-03-21;84.25;1.333333;0;"Outono"
83767;2018-03-22;76.25;1.333333;0.4;"Outono"
83767;2018-03-23;94;1.333333;1.5;"Outono"
83767;2018-03-24;66.25;1.333333;11.1;"Outono"
83767;2018-03-25;91.25;0.666667;0;"Outono"
83767;2018-03-26;85;1.666667;13.1;"Outono"
83767;2018-03-27;83.25;0.666667;3.7;"Outono"
83767;2018-03-28;81.25;0.666667;0;"Outono"
83767;2018-03-29;81.25;2.666667;0;"Outono"
83767;2018-03-30;75.75;0.666667;6.5;"Outono"
83767;2018-03-31;90.25;0.666667;5.8;"Outono"
83767;2018-04-01;95.25;1.02888;0;"Outono"
83767;2018-04-02;77.75;1.02888;24.5;"Outono"
83767;2018-04-03;63.5;1.02888;0;"Outono"
83767;2018-04-04;65.75;0.34296;0;"Outono"
83767;2018-04-05;61.25;0.68592;0;"Outono"
83767;2018-04-06;53.25;0.68592;0;"Outono"
83767;2018-04-07;57.5;1.02888;0;"Outono"
83767;2018-04-08;54.75;1.02888;0;"Outono"
83767;2018-04-09;64;1.7148;0;"Outono"
83767;2018-04-10;65;2.40072;0;"Outono"
83767;2018-04-11;63.25;2.05776;0;"Outono"
83767;2018-04-12;58;1.37184;0;"Outono"
83767;2018-04-13;60.25;0.68592;0;"Outono"
83767;2018-04-14;70.75;1.02888;0;"Outono"
83767;2018-04-15;76.5;2.05776;2.2;"Outono"
83767;2018-04-16;67;2.40072;0;"Outono"
83767;2018-04-17;64.25;2.40072;0;"Outono"
83767;2018-04-18;62.25;1.7148;0;"Outono"
83767;2018-04-19;57.25;1.02888;0;"Outono"
83767;2018-04-20;62.75;0.68592;0;"Outono"
83767;2018-04-21;57;0.34296;0;"Outono"
83767;2018-04-22;52.75;1.37184;0;"Outono"
83767;2018-04-23;61.5;1.02888;0;"Outono"
83767;2018-04-24;63;1.02888;0;"Outono"
83767;2018-04-25;61;1.7148;0;"Outono"
83767;2018-04-26;59.25;1.02888;0;"Outono"
83767;2018-04-27;65.75;1.37184;0;"Outono"
83767;2018-04-28;63;1.02888;0;"Outono"
83767;2018-04-29;60.25;1.02888;0;"Outono"
83767;2018-04-30;54;1.02888;0;"Outono"
83767;2018-05-01;57;0.34296;0;"Outono"
83767;2018-05-02;62.25;1.02888;0;"Outono"
83767;2018-05-03;53.25;1.02888;0;"Outono"
83767;2018-05-04;47.25;1.02888;0;"Outono"
83767;2018-05-05;57;0.68592;0;"Outono"
83767;2018-05-06;69.75;1.37184;0;"Outono"
